id,text,word_count,char_count
252,در میان سه جان باخته، یک زن هالندی هم بود که وقتی کشتی ام وی هوندیوس روز 24 اپریل در جزیره سنت هلنا توقف کرد، آن را ترک کرده بود. او با همسرش هم اتاق بود؛ همسری که پیش تر، روز 11 اپریل، در کشتی جان باخته بود. هرچند در حال حاضر معلوم نیست که آیا او یکی از موارد تاییدشده ویروس هانتا بوده است یا نه.,67,297
253,آژانس امنیت سلامت بریتانیا می گوید ویروس هانتا در دنیای بیرون از طریق تماس اجتماعی روزمره، مانند راه رفتن در فضاهای عمومی، مغازه ها، محل های کار یا مکاتب منتقل نمی شود.,32,168
254,علائم معمولا بین دو تا چهار هفته پس از قرار گرفتن در معرض ویروس ظاهر می شود، اما ممکن است بیش از یک ماه بعد نیز بروز کند. به همین دلیل دوره قرنطینه که برای مسافران توصیه شده، تا این حدی طولانی است.,43,197
255,افراد یا «تماس هایی» که ممکن است در معرض عفونت قرار گرفته باشند، از جمله در کشتی، در شفاخانه یا در هر یک از پروازهایی که مسافران با آن ها سفر کرده اند، تحت نظر قرار خواهند گرفت.,38,177
256,پروفسور رابین می، مدیر علمی ارشد آژانس امنیت سلامت بریتانیا به بی بی سی گفته است کار شناسایی تماس ها که اکنون در جریان است «تلاشی بسیار عظیم» بوده و کاری است که «برای مدتی ادامه خواهیم داد».,38,190
257,از مسافرانی که از کشتی تفریحی بازمی گردند خواسته خواهد شد که برای احتیاط خود را قرنطینه کنند.,18,93
258,14 شهروند اسپانیایی با قرنطینه اجباری در یک شفاخانه نظامی در پایتخت اسپانیا روبه رو هستند.,16,90
259,20 شهروند بریتانیایی پس از آن که پرواز چارتر آن ها از تنریف در فرودگاه منچستر فرود آمد، در شفاخانه ارو پارک در مرزی ساید قرنطینه شده اند. آنها 72 ساعت در آنجا خواهند ماند و سپس از این افراد خواسته می شود 42 روز دیگر در خانه خود را قرنطینه کنند.,52,244
260,پروفسور رابین می گفت همه تخلیه شدگان بریتانیایی «سالم و بدون علامت» هستند.,13,74
261,او در گفت وگو با بی بی سی گفت «ممکن است لازم باشد» دوره قرنطینه را «بسته به آنچه علم به ما می گوید» آبدیت/به روز کنیم.,27,118
262,او دوباره تاکید کرد که خطر برای کسانی که ارتباط مستقیم با این سفر دریایی ندارند، «واقعا بسیار پایین» است.,20,105
263,یک مسافر امریکایی که به ایالات متحده سفر می کرد، دچار علائم خفیف ویروس هانتا شده و آزمایش یک نفر دیگر برای سویه آندس این ویروس به طور خفیف مثبت شده است.,32,152
264,وزارت صحت و خدمات انسانی امریکا گفت هر دو مسافر «از باب احتیاط کامل، در واحدهای مهار بیولوژیک هواپیما سفر می کردند».,22,116
265,افرادی که به سویه آندس مبتلا می شوند، ممکن است علائمی شبیه آنفلوآنزا داشته باشند؛ مانند تب، خستگی، دردهای عضلانی. همچنین ممکن است دچار تنگی نفس، درد معده، حالت تهوع و استفراغ یا اسهال شوند.,35,189
266,آزمایش هایی برای تشخیص این عفونت وجود دارد، اما درمان اختصاصی برای آن وجود ندارد. هرچند ارایه خدمات صحی زودهنگام در شفاخانه می تواند چانس زنده ماندن را افزایش دهد. درمان بر اساس علائمی است که بیمار نشان می دهد.,40,210
267,در حدود 150 سال گذشته، انسان ها به عنوان یک گونه، شاهد جهش چشمگیر در افزایش قد خود بوده اند، اما نشانه هایی وجود دارد که این روند ممکن است به پایان خود نزدیک شود و به نظر می رسد یکی از دلایل احتمالی آن، تغییرات اقلیمی است.,48,222
268,اسناد کافی وجود دارد که گرمایش جهانی منجر به افزایش رویدادهای جدی آب وهوایی از جمله موج های گرما و افزایش رطوبت می شود. اکنون، گروهی از پژوهشگران در دانشگاه کالیفرنیا در ایالات متحده، دریافته اند که چنین شرایطی ممکن است از هم اکنون رشد قد کودکان را پیش از تولد کاهش داده باشد.,54,276
269,این گروه، اطلاعات مربوط به 200 هزار کودک زیر پنج سال را در جنوب آسیا که به شدت در معرض آثار تغییرات اقلیمی قرار دارد، بررسی کردند. پژوهشگران برآورد کرده اند کودکانی که در دوران جنینی، در هر سه ماهه بارداری در معرض جهش های دما بالاتر از 35 درجه سانتی گراد همراه با رطوبت بالا قرار گرفته اند، به طور میانگین 13 درصد کوتاه تر از حد انتظار گروه سنی خود خواهند بود.,74,360
270,رشد قد در فاصله تولد تا پنج سالگی، شاخص کلیدی سلامت و رشد کلی کودک به شمار می رود.,19,82
271,اگرچه قد نهایی افراد تا حد زیادی به ژنتیک و عواملی مانند تغذیه و سلامت وابسته است، اما به گفته کِیتی مک ماهون، نویسنده اصلی پژوهش، «این مطالعه نشان می دهد که افزایش گرما و رطوبت در نتیجه تغییرات اقلیمی، واقعاً متوسط قد کودکان تا سن پنج سالگی را در جنوب آسیا تهدید می کند».,55,272
272,او می افزاید: «تصویر جهانی هنوز نامشخص است، اما خیلی از مسائل به اقدامات کاهش دهنده و سازگاری در دهه های آینده بستگی خواهد داشت. می توان انتظار داشت نتایج مشابهی در دیگر کشورهای با درآمد پایین و متوسط که از قبل با سطوح بالای دما و رطوبت روبه رو هستند، نیز دیده شود. »,55,267
273,بر اساس طبقه بندی های بانک جهانی، حدود 120 کشور در گروه کشورهای با درآمد پایین و متوسط قرار می گیرند.,21,101
274,اثر آکاردیونی در قد انسان,5,25
275,دانشمندان می دانند که انسان ها در طول تاریخ دوره هایی از نوسان شدید در اندازه قد، به ویژه در دوره های تغییرات بزرگ را تجربه کرده اند. یکی از این دوره ها، گذار از شکارگری-گردآوری به کشاورزی در حدود 10 هزار سال پیش بود که براساس برخی پژوهش ها، در ابتدا تاثیر منفی بر میانگین قد انسان ها گذاشت.,60,291
276,اخیرا و در سال 2004، پروفیسور ریچارد استکل، استاد اقتصاد دانشگاه ایالتی اوهایو، یک مطالعه عمده در این زمینه منتشر کرد. او اطلاعات مربوط به قد هزاران اسکلت کشف شده در گورستان های شمال اروپا از قرن نهم تا نوزدهم میلادی را بررسی کرد و دریافت که میانگین قد در این دوره نوسان داشته و در قرن هفدهم به پایین ترین حد خود رسید.,64,318
277,در آن دوره، اروپا شاهد تغییرات متعدد، از جمله گسترش شهرها بود که شیوع بیماری های ساری را افزایش داد، تغییرات در تولید کشاورزی، و هم چنین «عصر یخبندان کوچک» یا دوره ای از سرما که بین قرن های شانزدهم تا نوزدهم طول کشید.,44,217
278,پروفیسور استکل در این پژوهش نوشت: «مردان شمال اروپا تا دهه 1700 میلادی به طور میانگین 2٫5 اینچ (6/4 سانتی متر) از قد خود را از دست داده بودند؛ کاهشی که تا نیمه نخست قرن بیستم به طور کامل جبران نشد. »,42,199
279,داکتر آندریا رودریگز مارتینز، پژوهشگر سلامت جمعیت در امپریال کالج لندن، که چندین مقاله درباره تغییرات قد انسان نوشته است، نگران است که تغییرات اقلیمی فشار مشابهی بر جمعیت های امروزی وارد کند.,33,191
280,او می گوید: «ملل متحد تخمین زده است که حدود یک میلیارد کودک در سراسر جهان در معرض 'خطر بسیار بالای' پیامدهای تغییرات اقلیمی قرار دارند. منصفانه است که بگوییم تغییرات اقلیمی از راه های مختلف تهدیدی جدی برای رشد و سلامت کودکان به شمار می رود. »,48,242
281,با نگاهی کلی به قرن بیستم، به نظر می رسد شرایط زندگی نقش مهمی در افزایش قد انسان ها ایفا کرده است.,22,98
282,شبکه پژوهشی NCD-RisC که متشکل از گروهی از دانشمندان سلامت در سراسر جهان است، در سال 2017 تحلیلی از داده های زیست سنجی مردان و زنان در 200 کشور – متولدین بین سال های 1896 تا 1996 – منتشر کرد.,40,190
283,بر اساس این تحلیل، میانگین قد مردان در جهان از 162 سانتی متر به 171 سانتی متر افزایش یافت و میانگین قد زنان از 151 سانتی متر به 159 سانتی متر رسید.,32,147
284,اما همه کشورها به یک اندازه رشد نکردند. برای نمونه، مردان ایرانی به طور میانگین 16/5 سانتی متر بلندتر شدند و زنان کوریای جنوبی 20/2 سانتی متر افزایش قد داشتند. در سوی دیگر طیف، زنان ماداگاسکار تنها 1/5 سانتی متر و مردان پاکستانی 1/27 سانتی متر در طول قرن رشد کردند.,51,265
285,چرا چنین تفاوتی وجود دارد؟,5,26
286,دکتر مارتینز توضیح می دهد: «تفاوت قد تا حد زیادی با ژنتیک ارتباط دارد، اما همچنین به ترکیبی از عوامل تغذیه ای، محیطی و اجتماعی-اقتصادی مرتبط است. »,28,147
287,این عوامل شامل دسترسی به خوراکی های مغذی، آب پاک، و پیشرفت های پزشکی است که توانایی ما را برای مقابله با بیماری ها افزایش داده اند.,27,131
288,همچنین اطلاعاتی وجود دارد که نشان می دهد رشد متوسط قد انسان ممکن است در برخی از بلندقدترین کشورهای جهان به حد نهایی رسیده باشد.,25,127
289,بلندقدترین مردم جهان در هالند زندگی می کنند که نتیجه بهبود تاریخی استانداردهای زندگی، دسترسی به غذای باکیفیت و پیشرفت های طبی است.,23,130
290,کریستینا تامپسون، استاد سلامت و جامعه در دانشگاه واخنینگن هالند، می گوید: «داستان هالندی ها ارتباط واضح میان محیط زندگی سالم تر و جمعیت های بلندقدتر را نشان می دهد. »,31,166
291,اما براساس اطلاعات مرکز آمار هالند، میانگین قد در این کشور کاهش یافته است. مردان متولد 1980 در 19سالگی به طور میانگین 183/9 سانتی متر قد داشتند، اما این رقم برای متولدین 2001 به 182/9 سانتی متر کاهش یافت. برای زنان هلندی نیز میانگین قد از 170/7 سانتی متر به 169/3 سانتی متر رسید.,54,279
292,به گفته این نهاد، یکی از دلایل این کاهش، «مهاجرت جمعیت های جدید با قد کوتاه تر و فرزندان متولدشده از آن ها در هالند» است. اما این نهاد همچنین اشاره کرده که کاهش قد در میان کودکانی با والدین هلندی تبار نیز مشاهده شده است.,46,220
293,تامپسون می گوید: «هنوز روشن نیست چه عاملی باعث این کاهش شده است. آیا کیفیت تغذیه افت کرده؟ آیا چاقی دوران کودکی مانع رشد کافی شده است؟ »,28,136
294,توقف رشد به دلیل نابرابری,5,25
295,تعجب آور نیست که کشورهای توسعه یافته در صدر رتبه بندی جهانی قد قرار داشته باشند.,16,80
296,اما این رتبه ها می توانند تغییر کنند.,8,37
297,در اواخر قرن نوزدهم، ایالات متحده سومین کشور بلندقد جهان بود. اما امروزه، امریکایی ها حتی در میان 20 کشور اول نیز قرار ندارند.,24,126
298,این بدان معنا نیست که قد آن ها کوتاه تر شده است – مردان امریکایی متولد 1996 به طور میانگین بیش از 6 سانتی متر از همتایان شان که 100 سال پیش متولد شده بودند، بلندتراند. بلکه دیگر کشورها با سرعت بیشتری رشد کرده اند.,45,213
299,جان کوملوس، اقتصاددان امریکایی و پیشگام تاریخ آنتروپومتری (علم مطالعه و اندازه گیری ابعاد مختلف بدن انسان)، به نابرابری های اجتماعی-اقتصادی، به ویژه دسترسی به مراقبت های پزشکی در دهه های اخیر در این کشور اشاره می کند.,38,217
300,او می گوید: «ایالات متحده از کشورهایی که رویکرد دولت رفاه را در پیش گرفتند عقب افتاد. در این کشورها حتی افراد کم درآمد هم می توانند فرزندان شان را نزد پزشک ببرند. »,34,164
301,پروفیسور کوملوس همچنین افزایش نرخ چاقی در امریکا از نیمه قرن بیستم – به ویژه در میان کودکان و نوجوانان – را مقصر می داند. هرچند داده های دولتی نشان می دهد الگوهای غذایی در دو دهه گذشته بهبود یافته، اما همچنان بیش از نیمی از امریکایی های زیر 18 سال از نظر تغذیه ای وضعیت مناسبی ندارند.,58,284
302,او می افزاید: «آن چه تاریخ به ما نشان داده این است که اگر می خواهید یک جمعیت از نظر قد رشد کند یا این رشد را حفظ کند، در قدم نخست باید به درستی تغذیه شود. »,38,156
303,نمونه برجسته دیگری از نقش شرایط زندگی در رشد قد، مربوط به کوریایی هایی می شود که در دهه 1950 بر اثر جنگ به ساکنان دو کشور کوریای شمالی و جنوبی تقسیم شدند.,33,154
304,مطالعه ای در سال 2011 به وسیله پژوهشگران دانشگاه سونگ کیون کوان در سئول نشان داد افرادی که در شمال متولد شده اند، به طور میانگین تا 8 سانتی متر کوتاه تر از همتایان جنوبی خود هستند.,37,180
305,تفاوتی مشابه، اما کمتر، در مقایسه میان افرادی که در دوران تقسیم آلمان (1949 تا 1990) متولد شدند نیز مشاهده شده است. آلمانی های غربی به طور میانگین حدود 1 سانتی متر بلندتر از همسایگان شرقی خود بودند.,38,198
306,آیا رشد قد ما متوقف شده است؟,7,28
307,شواهدی وجود دارد که نشان می دهد رشد افزایش قد در برخی کشورهای توسعه یافته ممکن است به اوج خود رسیده یا متوقف شده باشد، هرچند این موضوع می تواند با رشد سریع تر کشورهای در حال توسعه جبران شود.,40,190
308,در حالی که شرایط اجتماعی-اقتصادی در برخی مناطق عقب مانده همچنان می تواند بهبود یابد، نگرانی های فزاینده ای وجود دارد که تغییرات اقلیمی ناشی از فعالیت انسان ممکن است مانعی جدی باشد.,33,180
309,کِیتی مک ماهون می گوید: «افرادی که در مناطقی با بالاترین و سریع ترین افزایش درجه حرارت و رطوبت زندگی می کنند، اغلب با بیشترین موانع برای سازگاری با تغییرات اقلیمی روبه رو هستند. »,35,179
310,او می افزاید: «تغییرات اقلیمی اثرات منفی مشاهده شده را احتمالا برای افرادی مانند کشاورزان که در فضای باز کار می کنند و دسترسی اندکی به تهویه مطبوع دارند یا هیچ دسترسی ندارند، تشدید خواهد کرد. »,37,193
311,در سال 2018، زنی برای تایید پدری پسرهای دوگانهٔ دوساله اش، به بخش آزمایشگاه ژنتیک جمعیت و تشخیصِ دانشگاه ملی کلمبیا مراجعه کرد.,23,127
312,آزمایشگاه یک آزمایش معمول تعیین پدری انجام داد و سپس آن را تکرار کرد. نتیجه آنقدر شگفت انگیز بود که آنها می خواستند کاملا مطمئن شوند. این دوگانگی یک مادر داشتند، اما پدران متفاوت.,34,179
313,این پدیدهٔ بسیار نادر، لقاح همزمان نام دارد. زنی از دو مرد حمل می گیرد. تنها حدود 20 مورد آن در ادبیات علمی در سراسر جهان گزارش شده است.,29,136
314,با اینکه متخصصان دانشگاه از نظر تئوری می دانستند چنین چیزی ممکن است، هرگز پیش تر با چنین موردی در عمل روبه رو نشده بودند. این موضوع فوراً توجه علمی آنان را برانگیخت.,33,165
315,چگونه متوجه شدند؟,3,17
316,برای آزمایش تعیین پدری، دانشمندان انستیتیوت ژنتیک داتشگاه ملی کلمبیا از فناوری ای به نام نشانگرهای میکروساتلایت، استفاده می کنند.,20,129
317,به زبان ساده، این روش شامل بررسی بخش های بسیار کوچک دی ان ایِ کودک، مادر و پدر احتمالی و مقایسه آنهاست.,22,103
318,پروفیسور ویلیام اوساکوئن، رئیس آزمایشگاه به بخش موندوی بی بی سی گفت: «ما دی ان ایِ هر فرد را می گیریم، بین 15 تا 22 نقطه که میکروساتلایت نام دارند را بررسی می کنیم و آن ها را یک به یک مقایسه می کنیم. »,45,201
319,اما این فرایند بسیار پیچیده تر از قرار دادن دی ان ای زیر یک میکروسکوپ قدرتمند است.,17,82
320,پس از جمع آوری نمونه های خون از طریق یک خراش کوچک در انگشت، دانشمندان یک فرایند کیمیایی را انجام می دهند تا مقدار بسیار اندک دی ان ای را از سایر اجزای خون جدا کنند.,36,164
321,سپس دی ان ای را در دستگاه های ویژه قرار می دهند تا تکثیر شود.,15,61
322,مایع حاصل با رنگ های فلورسنت ترکیب می شود که 15 تا 22 نقطهٔ میکروساتلایت مورد بررسی مشخص شوند.,19,94
323,بعد از آن، این نمونه از دستگاه دیگری عبور می کند که میکروساتلایت ها را می خواند و آنها را به تسلسل عددی تبدیل می کند. این فرایند الکتروفورز، نام دارد.,31,150
324,سرانجام، با استفاده از این تسلسل عددی، پژوهشگران احتمال پدر بودن فرد مورد آزمایش را تعیین می کنند.,18,98
325,وقتی نیمی از سابقه ژنتیکی کودک با مادر و نیم دیگر با پدر احتمالی مطابقت داشته باشد، پدری تایید می شود.,21,102
326,نتیجه ای خارق العاده,4,20
327,در مورد این دوگانگی کلمبیایی، دانشمندان 17 میکروساتلایت را در دی ان ای مادر، دو کودک و مردی که برای آزمایش آمده بود، بررسی کردند.,25,129
328,نتیجه نشان داد که دی ان ای این مرد با یکی از کودکان مطابقت دارد، اما با دیگری نه که این نتیجه ای کاملا استثنایی بود.,26,116
329,اوساکوئن می گوید: « من 26 سال است که مدیر این آزمایشگاه هستم و این نخستین موردی است که تاکنون دیده ام و تاکنون تنها مورد نیز همین است. »,30,136
330,اندریا کاساس، متخصص ژنتیک و پژوهشگر انستیتوت ژنتیک دانشگاه ملی کلمبیا می گوید: «ما از گزارش های دیگر شنیده بودیم که چنین مواردی وجود دارد، اما در سطح بسیار پایین در جهان. »,33,172
331,بر اساس مقررات علمی، تیم پژوهشی برای اطمینان از نبود خطا یا اشتباه در نمونه ها، آزمایش را از بار دیگر تکرار کرد. نتیجه بازهم دقیقا همان بود.,28,140
332,چرا این پدیده نادر است,5,22
333,در مقاله ای که در سال 2014 توسط دانشمندان یک آزمایشگاه در بالتیمورِ امریکا منتشر شد، آمده است که از میان 39 هزار آزمایش تعیین پدری، تنها سه مورد فوق باروری از پدران متفاوت شناسایی شده است.,37,188
334,اوساکوئن توضیح می دهد چرا این اتفاق زیستی به ندرت رخ می دهد:,13,60
335,«نخست، زن باید دو شریک جنسی داشته باشد. دوم، باید با هر دو در فاصله زمانی بسیار کوتاه رابطه داشته باشد. علاوه بر آن، باید چندتخمک گذاری رخ دهد. »,30,145
336,چندتخمک گذاری به معنای آزاد شدن دو یا چند تخمک در یک چرخه قاعدگی است.,15,69
337,اوساکوئن می گوید «و در نهایت هر دو تخمک باید بارور شوند. »,13,58
338,او با شوخی افزود: «این یک رویداد نادر است که با یک رویداد نادر دیگر، به علاوهٔ یک رویداد نادر دیگر و سپس یک رویداد نادر دیگر همراه می شود. متاسفانه ما تکت بخت آزمایی نمی خریم. »,38,177
339,همچنین مهم است بدانیم که چنین دوگانگی از پدرهای متفاوت هرگز همسان نیستند، زیرا دوگانگی همسان از یک تخمک و یک اسپرم به وجود می آیند.,26,131
340,در بیشتر مواردی که یک زن بیش از یک تخمک آزاد می کند، اگر تنها یکی از آنها حمل بگیرد، بقیه به سرعت از بین می روند.,27,113
341,این موضوع نیز دلیل دیگری برای نادر بودن این پدیده است: لقاح دوم باید پیش از از بین رفتن تخمک بارورنشده رخ دهد.,23,110
342,بر اساس گزارش کتابخانه ملی طب امریکا، تخمک کمتر از 24 ساعت پس از آزاد شدن زنده می ماند.,19,87
343,اما اندریا کاساس توضیح می دهد که تخمک ها الزاما همزمان آزاد نمی شوند. «گاهی یک تخمدان یک تخمک آزاد می کند و دو یا سه روز بعد، تخمک دیگری آزاد می شود. »,34,151
344,به گفته او این موضوع احتمال لقاح در زمان های متفاوت را افزایش می دهد.,15,69
345,علت دیگر ناشناخته ماندن بسیاری از این موارد آن است که بیشتر افراد هرگز آزمایش پدری انجام نمی دهند.,19,98
346,پژوهش گران این انستیتیوت معتقدند که «به دلیل دسترسی کنونی به روش های مولکولی و افزایش محبوبیت آزمایش های تعیین پدری»، این پدیده ممکن است در آینده کمتر نادر به نظر برسد.,32,168
347,هرچند دانشمندان به شرایط وقوع این نوع لقاح علاقه مند هستند، اما اخلاق پژوهشی به آنها اجازه نمی دهد درباره زندگی خصوصی افراد مورد آزمایش بپرسند کنند.,27,148
348,اوساکوئن تاکید می کند: «آزمایش های تعیین پدری همواره با نهایت احترام به کرامت انسانی و حریم خصوصی افراد انجام می شود. »,23,119
349,براساس یافته های یک تحقیق علمی تازه، مصرف پاراستامول هنگام بارداری بی خطر است و هیچ دلیلی وجود ندارد که این دوا منجر به اوتیسم، حواس پرتی و مشکلات رشدی در کودکان شود.,33,166
350,کارشناسانی که این پژوهش را انجام داده اند، با رد ادعای دونالد ترامپ، رئیس جمهوری امریکا، مبنی بر ارتباط بین مصرف پاراستامول و بیماری اوتیسم در کودکان، می گویند، که زنان می توانند با «خیال راحت» از پاراستامول استفاده کنند.,40,221
351,رئیس جمهوری امریکا در سپتمبر 2025 گفته بود که پاراستامول برای زنان باردار «خوب نیست» و زنان باید «نهایت تلاش» کنند تا این دوا را مصرف نکنند؛ اظهاراتی که از سوی سازمان های طبی در سراسر جهان مورد انتقاد قرار گرفت.,41,211
352,کارشناسان حالا می گویند تحقیقی تازه که در نشریهٔ علمی لنست نشر شده است، دقیق است و باید به بحث ها در مورد مصرف پاراستامول پایان می دهد.,28,135
353,اما مقام های طبی امریکا می گویند بسیاری از متخصصان نسبت به مصرف این دوا در دوران بارداری، ابراز نگرانی کرده اند.,22,112
354,وقتی رئیس جمهور امریکا و حکومتش ادعا کردند که اگر پاراستامول -که در امریکا به نام استامینوفن شناخته می شود و به عنوان مُسکن اصلی برای زنان باردار به کار می رود- در دوران بارداری مصرف شود، می تواند با اوتیسم در کودکان مرتبط باشد.,45,228
355,این ادعاها باعث سردرگمی در میان زنان و نگرانی در میان متخصصان طبی شد و پژوهش جدید نیز در واکنش به همین نگرانی ها انجام شد.,26,122
356,این تحقیق که در نشریه لنست نشر شده، 43 مورد از معتبرترین پژوهش ها در مورد مصرف پاراستامول در دوران بارداری را بررسی کرده است. پژوهش هایی که شامل صدها هزار زن بوده اند؛ ازجمله مقایسه مادرانی که در دوران بارداری پاراستامول مصرف کرده اند وآنهایی نکرده اند.,48,253
357,پژوهش گران می گویند استفاده از این تحقیقات علمی معتبر درباره خواهران یا برادران تنی، به آن ها امکان می دهد عوامل دیگری مانند تفاوت های ژنتیکی و محیط خانوادگی را کنار بگذارند؛ امری که به گفته آنان، تحقیق شان را به یک بررسی «معیار طلایی» تبدیل می کند.,49,249
358,پروفسور اسماء خلیل نویسندهٔ اصلی این تحقیق و متخصص زنان و زایمان به بی بی سی گفت:,17,81
359,«وقتی این تحلیل را انجام دادیم، هیچ پیوندی [بین اوتیسم و مصرف پاراستامول] پیدا نکردیم؛ هیچ گونه ارتباطی وجود نداشت. هیچ شواهدی در دست نیست که نشان دهد پاراستامول خطر اوتیسم را افزایش می دهد. »,36,192
360,او افزود: «پیام روشن است: پاراستامول همچنان گزینه ای امن برای زنان باردار است، زمانی که براساس رهنمود مصرف شود. »,21,113
361,این یافته ها توصیه های سازمان های معتبر طبی در بریتانیا، امریکا و اروپا را درباره ایمنی این مُسکن رایج، تایید می کند.,23,117
362,این بررسی همچنین تاکید می کند که هر گونه ارتباطی که پیش تر میان این دوا و افزایش خطر اوتیسم گزارش شده احتمالا ناشی از عوامل دیگری است نه تاثیر مستقیم مصرف پاراستامول.,33,166
363,پروفیسور خلیل می گوید: «این مهم است چون پاراستامول اولین دوایی است که ما به مادران بارداری که درد یا تب می داشته باشند، تجویز می کنیم. »,28,136
364,توصیه این است که اگر زنان باردار برای پایین آوردن تب شدید یا کاهش درد از پاراستامول استفاده نکنند، ممکن است خطر آسیب رساندن به جنین بیشتر شود. این وضعیت می تواند خطر سقط جنین، زایمان زودرس یا مشکلات رشد در نوزاد را بالا ببرد.,45,225
365,کارشناسان می گویند که یافتن علل اوتیسم که سندرمی پیچیده است و دهه ها مورد تحقیق قرار گرفته، ساده نخواهد بود.,21,108
366,نظر غالب در میان پژوهشگران این است که علت واحدی برای اوتیسم وجود ندارد و این اختلال احتمالاً نتیجه ترکیبی پیچیده از عوامل ژنتیکی و محیطی است.,27,141
367,با این حال، برخی از نهادهای حکومتی امریکا از اظهارات آقای ترامپ دفاع کرده اند.,15,78
368,سخنگوی وزارت صحت و خدمات انسانی امریکا گفت که «بسیاری از متخصصان» درباره استفاده از استامینوفن -نام امریکایی پاراستامول- در دوران بارداری ابراز نگرانی کرده اند.,26,160
369,مثلا یک بررسی که در آگست 2025 به سرپرستی داکتر اندرو باکارِلی، رئیس دانشکدهٔ صحت عمومی تی. اچ. چان دانشگاه هاروارد، انجام شد، نشان داد که مصرف استامینوفن در دوران بارداری ممکن است خطر اوتیسم و اختلال کم توجهی-بیش فعالی را در کودکان افزایش دهد و نسبت به «مصرف سنگین یا طولانی مدت» آن هشدار داد.,56,293
370,چند ماه پیش از آن، رابرت اف. کندی جونیور، وزیر صحت امریکا، وعده داد که برای یافتن علل اوتیسم در مدت پنج ماه، «تلاشی گسترده برای آزمایش و تحقیق» انجام خواهد داد.,32,160
371,سپس دونالد ترامپ رئیس جمهور این کشور در سپتمبر سال گذشته اعلام کرد که به داکتران توصیه خواهد شد که این مسکن را به زنان باردار تجویز نکنند.,28,138
372,سینماها در افغانستان زمانی نه تنها سالن های نمایش فلم که نمادهایی از «تجلی مدرنیته، توسعه و دگرگونی» در شهرهای بودند.,21,117
373,موسی رادمنش، پژوهشگر و از سینماگران پیشکسوت می گوید که نخستین سالن سینما-تئاتر در افغانستان، سال 1302 و زمان حاکمیت شاه امان الله در ولسوالی پغمان کابل ساخته شد.,29,161
374,اما قاسم کریمی، از کارمندان سابقه دار ادارهٔ افغان فلم می گوید که ذهنیت تاسیس سینما در افغانستان به دورهٔ امیر حبیب الله، پدر شاه امان الله بر می گردد. به گفتهٔ او، امیر حبیب الله در قصر استوری وزارت خارجه فلم های هندی را به مقام ها و اعضای خانوادهٔ سلطنتی نمایش می داد.,55,270
375,او می گوید که اولین سالن سینما-تئاتر در پغمان هم در زمان امیر حبیب الله ساخته شده بود که پسرش امان الله بعد از بازگشت از سفرش به اروپا، برای این سالن سقف ساخت و فلم های سفرش را نخستین بار در آن نمایش داد.,45,204
376,آقای رادمنش می گوید که سینمای بهزاد و سینمای کابل که در نزدیک ارگ ریاست جمهوری اعمار شده بود در دورهٔ شاه امان ‍الله ساخته شدند. در ادامه، زیربنای اکثر سینماها در زمان پادشاهی محمد ظاهر گذاشته شد.,38,196
377,سینماهای آریانا، پامیر، بریکوت، بهارستان، پارک، زینب، تیمورشاهی، فرخی، میوند، اقبال، کابل ننداری که سالن تئاتر بود اما فلم هم در آن نمایش داده می شد، سینمای کارته نو، میرویس و سینماهای دیگر تا پیش از سقوط حکومت محمد نجیب الله احمدزی و سلطهٔ مجاهدین فعالیت داشتند.,47,263
378,زلمی رزمی که به عنوان مدیر افغان فلم کار کرده است، می گوید که تا اواخر حاکمیت حزب دموکراتیک خلق افغانستان و ریاست جمهوری محمد نجیب الله، 17 تالار فعال سینما در کابل وجود داشت.,35,175
379,برخی از سینماها در کابل مربوط به نهادهایی چون شهرداری و وزارت مالیه می شد. آقای رزمی می گوید بعدا تالارهای خصوصی سینما مثل آریوب، بهارستان، تیمورشاهی، باختر، فرخی، میوند، اقبال و میرویس در کوته سنگی کابل در آن زمان اعمار شدند.,42,226
380,تالارهای سینمای «شاروالی» و سپین غر در ننگرهار و همچنین سینمای خوست، پل خمری بغلان، بلخ، قندز، قندهار و هرات سینماهای فعال در ولایت ها بودند.,26,141
381,تولید فلم تا زمان محمد ظاهرشاه محدود به چرخه های خبری یا حلقه های فلم بود که در آن فعالیت های دولت را گزارش و نمایش می دادند. اوج فعالیت فلم و سینما در دوره حاکمیت حزب دموکراتیک خلق بود. بسیاری از سینماگران مطرح افغانستان در همین دوره در کشورهای اتحاد جماهیر شوروی آموزش دیدند.,55,277
382,پس از تولید فلم «روزگاران» که محصول اداره افغان فلم بود، در دهه شصت، شرکت های فلم سازی شخصی مثل نذیر فلم، آریانا فیلم، شفق فلم و گلستان فلم ایجاد شدند و فعالیت سینمایی در افغانستان وارد مرحله تازه ای شد اما به سرانجام نرسید.,45,224
383,موسی رادمنش می گوید اولین شرکت خصوصی تولید فیلم در افغانستان نذیر فلم بود که سال 1355 کسی به نام محمد نذیر تاسیسش کرد.,24,118
384,«مردم فیلم رومئو و ژولیت می دیدند»,7,34
385,در اوایل کار سینما در افغانستان، فلم های خارجی از طریق اداره افغان فلم وارد و در سینماها توزیع می شد.,21,101
